source,direction,category,code,description,count,normalized_code,category_group
Профстандарт,Системный аналитик,6.022,6.022,Разработка технических (включающих детали реализации) решений по системе,1.0,6.022,Анализ и системное проектирование
Профстандарт,Системный аналитик,6.022,6.022,"Постановка задачи на приобретение, разработку, доработку или интеграцию подсистемы, разработка требований к ней",1.0,6.022,Анализ и системное проектирование
Профстандарт,Системный аналитик,6.022,6.022,Согласование разработанных проектных решений и требований к системе с согласующими лицами и передача их заинтересованным сторонам,1.0,6.022,Анализ и системное проектирование
Профстандарт,Системный аналитик,6.022,6.022,Управление изменениями проектных решений по системе и требований к системе и ее частям,1.0,6.022,Анализ и системное проектирование
Профстандарт,Системный аналитик,6.022,6.022,Сопровождение испытаний развернутой подсистемы или очереди системы на соответствие разработанным требованиям к подсистеме,1.0,6.022,Анализ и системное проектирование
Профстандарт,Системный аналитик,6.022,6.022,Сопровождение разработанных требований к системе или ее частям и проектных решений по системе или ее части,1.0,6.022,Анализ и системное проектирование
Профстандарт,Системный аналитик,6.022,6.022,Выявление требований к системе и проектных решений по системе,1.0,6.022,Анализ и системное проектирование
Профстандарт,Системный аналитик,6.022,6.022,Выполнение обследования текущей ситуации,1.0,6.022,Анализ и системное проектирование
Профстандарт,Системный аналитик,6.022,6.022,Концептуально-логическое проектирование системы,1.0,6.022,Анализ и системное проектирование
Профстандарт,Системный аналитик,6.022,6.022,Поддержка выбора концепции системы,1.0,6.022,Анализ и системное проектирование
Профстандарт,Системный аналитик,6.022,6.022,Разработка технического задания на систему,1.0,6.022,Анализ и системное проектирование
Профстандарт,Системный аналитик,6.022,6.022,Методическое сопровождение испытаний системы,1.0,6.022,Анализ и системное проектирование
Профстандарт,Системный аналитик,6.022,6.022,Планирование и организация работ подчиненных системных аналитиков на всем жизненном цикле системы,1.0,6.022,Анализ и системное проектирование
Профстандарт,Системный аналитик,6.022,6.022,Разработка методик выполнения работ подчиненными системными аналитиками на всем жизненном цикле системы,1.0,6.022,Анализ и системное проектирование
Профстандарт,Системный аналитик,6.022,6.022,"Контроль и координация работ, выполняемых подчиненными системными аналитиками",1.0,6.022,Анализ и системное проектирование
Профстандарт,Системный аналитик,6.022,6.022,Обучение подчиненных системных аналитиков в ходе выполнения ими работ,1.0,6.022,Анализ и системное проектирование
Профстандарт,Программист,6.001,6.001,Формализация и алгоритмизация поставленных задач для разработки программного кода,1.0,6.001,Разработка ПО
Профстандарт,Программист,6.001,6.001,"Написание программного кода с использованием языков программирования, определения и манипулирования данными в базах данных",1.0,6.001,Разработка ПО
Профстандарт,Программист,6.001,6.001,Оформление программного кода в соответствии с установленными требованиями,1.0,6.001,Разработка ПО
Профстандарт,Программист,6.001,6.001,Работа с системой управления версиями программного кода,6.001,Программирование,
Профстандарт,Программист,6.001,6.001,Проверка и отладка программного кода,1.0,6.001,Разработка ПО
Профстандарт,Программист,6.001,6.001,Наименование Разработка процедур проверки работоспособности и измерения характеристик компьютерного программного обеспечения,1.0,6.001,Разработка ПО
Профстандарт,Программист,6.001,6.001,Разработка тестовых наборов данных для проверки работоспособности компьютерного программного обеспечения,1.0,6.001,Разработка ПО
Профстандарт,Программист,6.001,6.001,Проверка работоспособности компьютерного программного обеспечения,1.0,6.001,Разработка ПО
Профстандарт,Программист,6.001,6.001,"Рефакторинг, оптимизация и инспекция программного кода",1.0,6.001,Разработка ПО
Профстандарт,Программист,6.001,6.001,"Исправление дефектов программного кода, зафиксированных в базе данных дефектов",1.0,6.001,Разработка ПО
Профстандарт,Программист,6.001,6.001,Осуществление сборки однородных программных модулей в программный проект,1.0,6.001,Разработка ПО
Профстандарт,Программист,6.001,6.001,Разработка процедур интеграции программных модулей,1.0,6.001,Разработка ПО
Профстандарт,Программист,6.001,6.001,Осуществление интеграции программных модулей и компонентов и проверки работоспособности выпусков программного продукта,1.0,6.001,Разработка ПО
Профстандарт,Программист,6.001,6.001,Анализ возможностей реализации; требований к компьютерному D/01.6 6;; программному обеспечению;Заимствовано из; Оригинал X 4; трудовой ,1.0,6.001,Разработка ПО
Профстандарт,Программист,6.001,6.001,Разработка технических спецификаций на программные компоненты и их взаимодействие,1.0,6.001,Разработка ПО
Профстандарт,Программист,6.001,6.001,Проектирование компьютерного программного обеспечения,1.0,6.001,Разработка ПО
Вакансия,архитектор ПО,C++,C++,,1.0,C++,Разработка ПО
Вакансия,архитектор ПО,CI/CD,CI/CD,,1.0,CI/CD,Инфраструктура и DevOps
Вакансия,архитектор ПО,Go,Go,,2.0,Go,Разработка ПО
Вакансия,архитектор ПО,Grafana,Grafana,,1.0,Grafana,Инфраструктура и DevOps
Вакансия,архитектор ПО,Kafka,Kafka,,1.0,Kafka,Данные и базы данных
Вакансия,архитектор ПО,PostgreSQL,PostgreSQL,,1.0,PostgreSQL,Данные и базы данных
Вакансия,архитектор ПО,Prometheus,Prometheus,,1.0,Prometheus,Инфраструктура и DevOps
Вакансия,архитектор ПО,Python,Python,,2.0,Python,Разработка ПО
Вакансия,архитектор ПО,SQL,SQL,,3.0,SQL,Данные и базы данных
Вакансия,программист,1С,1С,,5.0,1С,Разработка ПО
Вакансия,программист,Azure,Azure,,1.0,Azure,Инфраструктура и DevOps
Вакансия,программист,C#,C#,,4.0,C#,Разработка ПО
Вакансия,программист,C++,C++,,7.0,C++,Разработка ПО
Вакансия,программист,CI/CD,CI/CD,,4.0,CI/CD,Инфраструктура и DevOps
Вакансия,программист,Docker,Docker,,2.0,Docker,Инфраструктура и DevOps
Вакансия,программист,Git,Git,,5.0,Git,Разработка ПО
Вакансия,программист,Go,Go,,11.0,Go,Разработка ПО
Вакансия,программист,Grafana,Grafana,,1.0,Grafana,Инфраструктура и DevOps
Вакансия,программист,Java,Java,,11.0,Java,Разработка ПО
Вакансия,программист,JavaScript,JavaScript,,3.0,JavaScript,Разработка ПО
Вакансия,программист,Kafka,Kafka,,4.0,Kafka,Данные и базы данных
Вакансия,программист,Kotlin,Kotlin,,1.0,Kotlin,Разработка ПО
Вакансия,программист,Kubernetes,Kubernetes,,1.0,Kubernetes,Инфраструктура и DevOps
Вакансия,программист,Linux,Linux,,1.0,Linux,Инфраструктура и DevOps
Вакансия,программист,PHP,PHP,,2.0,PHP,Разработка ПО
Вакансия,программист,PostgreSQL,PostgreSQL,,6.0,PostgreSQL,Данные и базы данных
Вакансия,программист,Prometheus,Prometheus,,1.0,Prometheus,Инфраструктура и DevOps
Вакансия,программист,Python,Python,,12.0,Python,Разработка ПО
Вакансия,программист,React,React,,1.0,React,Разработка ПО
Вакансия,программист,Redis,Redis,,1.0,Redis,Данные и базы данных
Вакансия,программист,SQL,SQL,,17.0,SQL,Данные и базы данных
Вакансия,программист,Swift,Swift,,3.0,Swift,Разработка ПО
Вакансия,программист,Terraform,Terraform,,1.0,Terraform,Инфраструктура и DevOps
Вакансия,программист,TypeScript,TypeScript,,3.0,TypeScript,Разработка ПО
Вакансия,системный аналитик,1С,1С,,3.0,1С,Разработка ПО
Вакансия,системный аналитик,Ansible,Ansible,,1.0,Ansible,Инфраструктура и DevOps
Вакансия,системный аналитик,Azure,Azure,,1.0,Azure,Инфраструктура и DevOps
Вакансия,системный аналитик,C++,C++,,2.0,C++,Разработка ПО
Вакансия,системный аналитик,CI/CD,CI/CD,,3.0,CI/CD,Инфраструктура и DevOps
Вакансия,системный аналитик,Git,Git,,4.0,Git,Разработка ПО
Вакансия,системный аналитик,Go,Go,,9.0,Go,Разработка ПО
Вакансия,системный аналитик,Grafana,Grafana,,2.0,Grafana,Инфраструктура и DevOps
Вакансия,системный аналитик,Java,Java,,4.0,Java,Разработка ПО
Вакансия,системный аналитик,JavaScript,JavaScript,,1.0,JavaScript,Разработка ПО
Вакансия,системный аналитик,Kafka,Kafka,,3.0,Kafka,Данные и базы данных
Вакансия,системный аналитик,Linux,Linux,,1.0,Linux,Инфраструктура и DevOps
Вакансия,системный аналитик,PostgreSQL,PostgreSQL,,5.0,PostgreSQL,Данные и базы данных
Вакансия,системный аналитик,Prometheus,Prometheus,,1.0,Prometheus,Инфраструктура и DevOps
Вакансия,системный аналитик,Python,Python,,14.0,Python,Разработка ПО
Вакансия,системный аналитик,SQL,SQL,,20.0,SQL,Данные и базы данных
Вакансия,системный аналитик,Terraform,Terraform,,1.0,Terraform,Инфраструктура и DevOps
