source,direction,category,code,description,count,normalized_code,category_group
ФГОС,09.04.02,ОПК,ОПК-3,"владением, по крайней мере, одним из иностранных языков на уровне социального и профессионального общения, способностью применять специальную лексику и профессиональную терминологию языка",1,ОПК-3,Основы информатики
ФГОС,09.04.02,ОПК,ОПК-4,"владением методами и средствами получения, хранения, переработки и трансляции информации посредством современных компьютерных технологий, в том числе в глобальных компьютерных сетях",1,ОПК-4,Основы информатики
ФГОС,09.04.02,ОПК,ОПК-5,"способность анализировать профессиональную информацию, выделять в ней главное, структурировать, оформлять и представлять в виде аналитических обзоров с обоснованными выводами и рекомендациями",1,ОПК-5,Основы информатики
ФГОС,09.04.02,ПК,ПК-1,умением разрабатывать новые методы и средства проектирования информационных систем,1,ПК-1,Программирование
ФГОС,09.04.02,ПК,ПК-2,умением разрабатывать новые технологии проектирования информационных систем,1,ПК-2,Программирование
ФГОС,09.04.02,ПК,ПК-3,"способностью осуществлять авторское сопровождение процессов проектирования, внедрения и сопровождения информационных систем и технологий",1,ПК-3,Проектирование / архитектура ПО
ФГОС,09.04.02,ПК,ПК-4,"умением организовывать взаимодействие коллективов разработчика и заказчика, принимать управленческие решения в условиях различных мнений",1,ПК-4,Управление ИТ-проектами
ФГОС,09.04.02,ПК,ПК-5,"умением находить компромисс между различными требованиями (стоимости, качества, сроков исполнения) как при долгосрочном, так и при краткосрочном планировании, нахождение оптимальных решений",1,ПК-5,Управление ИТ-проектами
ФГОС,09.04.02,ПК,ПК-6,"способностью осуществлять сбор, анализ научно-технической информации, отечественного и зарубежного опыта по тематике исследования",1,ПК-6,Техническая документация
ФГОС,09.04.02,ПК,ПК-7,"умением проводить разработку и исследование теоретических и экспериментальных моделей объектов профессиональной деятельности в областях: машиностроение, приборостроение, наука, техника, образование, медицина, административное управление, юриспруденция, бизнес, предпринимательство, коммерция, менеджмент, банковские системы, безопасность информационных систем, управление технологическими процессами, механика, техническая физика, энергетика, ядерная энергетика, силовая электроника, металлургия, строительство, транспорт, железнодорожный транспорт, связь, телекоммуникации, управление инфокоммуникациями, почтовая связь, химическая промышленность, сельское хозяйство, текстильная и легкая промышленность, пищевая промышленность, медицинские и биотехнологии, горное дело, обеспечение безопасности подземных предприятий и производств, геология, нефтегазовая отрасль, геодезия и картография, геоинформационные системы, лесной комплекс, химико-лесной комплекс, экология, сфера сервиса, системы массовой информации, дизайн, медиаиндустрия, а также предприятия различного профиля и все виды деятельности в условиях экономики информационного общества",1,ПК-7,Анализ данных
ФГОС,09.04.02,ПК,ПК-8,"умением проводить разработку и исследование методик анализа, синтеза, оптимизации и прогнозирования качества процессов функционирования информационных систем и технологий",1,ПК-8,Математика и моделирование
ФГОС,09.04.02,ПК,ПК-9,умением осуществлять моделирование процессов и объектов на базе стандартных пакетов автоматизированного проектирования и исследований,1,ПК-9,Математика и моделирование
ФГОС,09.04.02,ПК,ПК-10,умением осуществлять постановку и проведение экспериментов по заданной методике и анализ результатов,1,ПК-10,Математика и моделирование
ФГОС,09.04.02,ПК,ПК-11,"способностью проводить анализ результатов проведения экспериментов, осуществлять выбор оптимальных решений, подготавливать и составлять обзоры, отчеты и научные публикации",1,ПК-11,Проектирование / архитектура ПО
ФГОС,09.04.02,ПК,ПК-12,способностью прогнозировать развитие информационных систем и технологий,1,ПК-12,Проектирование / архитектура ПО
ФГОС,09.04.02,ПК,ПК-14,способностью разрабатывать методы решения нестандартных задач и новые методы решения традиционных задач,1,ПК-14,Программирование
ФГОС,09.04.02,ПК,ПК-15,готовностью воспроизводить знания для практической реализации новшеств,1,ПК-15,Программирование
ФГОС,09.04.02,ПК,ПК-16,готовностью осуществлять подготовку и обучение персонала,1,ПК-16,Администрирование / DevOps
ФГОС,09.04.04,ОПК,ОПК-1,"культурой мышления, способностью выстраивать логику рассуждений и высказываний, основанных на интерпретации данных, интегрированных их разных областей науки и техники, выносить суждения на основании неполных данных",1,ОПК-1,Основы информатики
ФГОС,09.04.04,ОПК,ОПК-2,способностью анализировать и оценивать уровни своих компетенций в сочетании со способностью и готовностью к саморегулированию дальнейшего образования и профессиональной мобильности,1,ОПК-2,Основы информатики
ФГОС,09.04.04,ОПК,ОПК-3,"владением, по крайней мере, одним из иностранных языков на уровне социального и профессионального общения, способностью применять специальную лексику и профессиональную терминологию языка",1,ОПК-3,Основы информатики
ФГОС,09.04.04,ОПК,ОПК-4,"владением методами и средствами получения, хранения, переработки и трансляции информации посредством современных компьютерных технологий, в том числе, в глобальных компьютерных сетях",1,ОПК-4,Основы информатики
ФГОС,09.04.04,ОПК,ОПК-5,"способностью анализировать профессиональную информацию, выделять в ней главное, структурировать, оформлять и представлять в виде аналитических обзоров с обоснованными выводами и рекомендациями",1,ОПК-5,Основы информатики
ФГОС,09.04.04,ПК,ПК-1,знанием методов научных исследований и владением навыками их проведения,1,ПК-1,Программирование
ФГОС,09.04.04,ПК,ПК-2,знанием методов оптимизации и умением применять их при решении задач профессиональной деятельности,1,ПК-2,Программирование
ФГОС,09.04.04,ПК,ПК-3,владением существующими методами и алгоритмами решения задач распознавания и обработки данных,1,ПК-3,Проектирование / архитектура ПО
ФГОС,09.04.04,ПК,ПК-4,владением существующими методами и алгоритмами решения задач цифровой обработки сигналов,1,ПК-4,Управление ИТ-проектами
ФГОС,09.04.04,ПК,ПК-5,пониманием существующих подходов к верификации моделей программного обеспечения,1,ПК-5,Управление ИТ-проектами
ФГОС,09.04.04,ПК,ПК-6,"способностью проектировать распределенные информационные системы, их компоненты и протоколы их взаимодействия",1,ПК-6,Техническая документация
ФГОС,09.04.04,ПК,ПК-8,способностью проектировать трансляторы и интерпретаторы языков программирования,1,ПК-8,Математика и моделирование
ФГОС,09.04.04,ПК,ПК-9,способностью проектировать сетевые службы,1,ПК-9,Математика и моделирование
ФГОС,09.04.04,ПК,ПК-10,способностью проектировать основные компоненты операционных систем,1,ПК-10,Математика и моделирование
ФГОС,09.04.04,ПК,ПК-11,способностью проектировать вспомогательные и специализированные языки программирования и языки представления данных,1,ПК-11,Проектирование / архитектура ПО
ФГОС,09.04.04,ПК,ПК-12,владением навыками программной реализации распределенных информационных систем,1,ПК-12,Проектирование / архитектура ПО
ФГОС,09.04.04,ПК,ПК-13,владением навыками программной реализации систем с параллельной обработкой данных и высокопроизводительных систем,1,ПК-13,Проектирование / архитектура ПО
ФГОС,09.04.04,ПК,ПК-14,"владением навыками создания программного обеспечения для анализа, распознавания и обработки информации, систем цифровой обработки сигналов",1,ПК-14,Программирование
ФГОС,09.04.04,ПК,ПК-15,владением навыками создания трансляторов и интерпретаторов языков программирования,1,ПК-15,Программирование
ФГОС,09.04.04,ПК,ПК-16,владением навыками создания служб сетевых протоколов,1,ПК-16,Администрирование / DevOps
ФГОС,09.04.04,ПК,ПК-17,владением навыками создания компонент операционных систем и систем реального времени,1,ПК-17,Администрирование / DevOps
ФГОС,09.04.04,ПК,ПК-18,владением навыками создания систем обработки текстов,1,ПК-18,Программирование
ФГОС,09.04.04,ПК,ПК-19,владением навыками организации промышленного тестирования создаваемого программного обеспечения,1,ПК-19,Информационная безопасность
ФГОС,09.04.04,ПК,ПК-20,владением навыками разработки программного обеспечения для создания трехмерных изображений,1,ПК-20,Информационная безопасность
ФГОС,09.04.01,ОПК,ОПК-1,"культурой мышления, способностью выстраивать логику рассуждений и высказываний, основанных на интерпретации данных, интегрированных из разных областей науки и техники, выносить суждения на основании неполных данных",1,ОПК-1,Основы информатики
ФГОС,09.04.01,ОПК,ОПК-2,способностью анализировать и оценивать уровни своих компетенций в сочетании со способностью и готовностью к саморегулированию дальнейшего образования и профессиональной мобильности,1,ОПК-2,Основы информатики
ФГОС,09.04.01,ОПК,ОПК-3,"владением, по крайней мере, одним из иностранных языков на уровне социального и профессионального общения, способностью применять специальную лексику и профессиональную терминологию языка",1,ОПК-3,Основы информатики
ФГОС,09.04.01,ОПК,ОПК-4,"владением методами и средствами получения, хранения, переработки и трансляции информации посредством современных компьютерных технологий, в том числе в глобальных компьютерных сетях",1,ОПК-4,Основы информатики
ФГОС,09.04.01,ОПК,ОПК-5,"способностью анализировать профессиональную информацию, выделять в ней главное, структурировать, оформлять и представлять в виде аналитических обзоров с обоснованными выводами и рекомендациями",1,ОПК-5,Основы информатики
ФГОС,09.04.01,ПК,ПК-1,знанием методов научных исследований и владение навыками их проведения,1,ПК-1,Программирование
ФГОС,09.04.01,ПК,ПК-2,знанием методов оптимизации и умение применять их при решении задач профессиональной деятельности,1,ПК-2,Программирование
ФГОС,09.04.01,ПК,ПК-3,владением существующими методами и алгоритмами решения задач распознавания и обработки данных,1,ПК-3,Проектирование / архитектура ПО
ФГОС,09.04.01,ПК,ПК-4,владением существующими методами и алгоритмами решения задач цифровой обработки сигналов,1,ПК-4,Управление ИТ-проектами
ФГОС,09.04.01,ПК,ПК-5,пониманием существующих подходов к верификации моделей программного обеспечения (ПО,1,ПК-5,Управление ИТ-проектами
ФГОС,09.04.01,ПК,ПК-6,применением перспективных методов исследования и решения профессиональных задач на основе знания мировых тенденций развития вычислительной техники и информационных технологий,1,ПК-6,Техническая документация
ФГОС,09.04.01,ПК,ПК-7,"способностью проектировать распределенные информационные системы, их компоненты и протоколы их взаимодействия",1,ПК-7,Анализ данных
ФГОС,09.04.01,ПК,ПК-8,способностью проектировать системы с параллельной обработкой данных и высокопроизводительные системы и их компоненты,1,ПК-8,Математика и моделирование
ФГОС,09.04.01,ПК,ПК-9,способностью разрабатывать и реализовывать планы информатизации предприятий и их подразделений на основе Web- и CALS-технологий,1,ПК-9,Математика и моделирование
ФГОС,09.04.01,ПК,ПК-10,способностью формировать технические задания и участвовать в разработке аппаратных и (или) программных средств вычислительной техники,1,ПК-10,Математика и моделирование
ФГОС,09.04.01,ПК,ПК-11,способностью выбирать методы и разрабатывать алгоритмы решения задач управления и проектирования объектов автоматизации,1,ПК-11,Проектирование / архитектура ПО
ФГОС,09.04.01,ПК,ПК-12,способностью к программной реализации распределенных информационных систем (ПК- 13); способностью к программной реализации систем с параллельной обработкой данных и высокопроизводительных систем,1,ПК-12,Проектирование / архитектура ПО
ФГОС,09.04.01,ПК,ПК-14,"способностью к созданию программного обеспечения для анализа, распознавания и обработки информации, систем цифровой обработки сигналов",1,ПК-14,Программирование
ФГОС,09.04.01,ПК,ПК-15,способностью к созданию служб сетевых протоколов,1,ПК-15,Программирование
ФГОС,09.04.01,ПК,ПК-16,способностью к организации промышленного тестирования создаваемого программного обеспечения,1,ПК-16,Администрирование / DevOps
ФГОС,09.04.01,ПК,ПК-17,способностью к разработке программного обеспечения для создания трехмерных изображений,1,ПК-17,Администрирование / DevOps
ФГОС,09.04.01,ПК,ПК-18,"способностью к применению современных технологий разработки программных комплексов с использованием CASE-средств, контролировать качество разрабатываемых программных продуктов",1,ПК-18,Программирование
ФГОС,02.04.03,ОПК,ОПК-1,"готовностью руководить коллективом в сфере своей профессиональной деятельности, толерантно воспринимая социальные, этнические, конфессиональные и культурные различия",1,ОПК-1,Основы информатики
ФГОС,02.04.03,ОПК,ОПК-2,способностью публично представить собственные и известные научные результаты,1,ОПК-2,Основы информатики
ФГОС,02.04.03,ОПК,ОПК-3,"владением теоретическими основами информатики как науки; знание проблем современной информатики, ее категории и связи с другими научными дисциплинами, понимание основных этапов и тенденции развития программирования, математического обеспечения и информационных, технологий",1,ОПК-3,Основы информатики
ФГОС,02.04.03,ОПК,ОПК-4,"владением основными методами и средствами автоматизации проектирования, производства, испытаний и оценки качества программного обеспечения",1,ОПК-4,Основы информатики
ФГОС,02.04.03,ОПК,ОПК-5,"владением основными концептуальными положениями функционального, рекурсивного, логического, объектно-ориентированного и визуального направлений программирования, методами и средствами разработки программ в рамках этих направлений",1,ОПК-5,Основы информатики
ФГОС,02.04.03,ОПК,ОПК-6,"владением архитектурой, алгоритмами функционирования систем реального времени и методами проектирования их программного обеспечения",1,ОПК-6,Прочее
ФГОС,02.04.03,ОПК,ОПК-7,"владением навыками использования современных системных программных средств: операционных систем, операционных и сетевых оболочек, сервисных программ",1,ОПК-7,Прочее
ФГОС,02.04.03,ОПК,ОПК-8,владением навыками разработки моделирующих алгоритмов и реализации их на базе языков и пакетов прикладных программ моделирования,1,ОПК-8,Прочее
ФГОС,02.04.03,ОПК,ОПК-9,владением навыками использования основных моделей информационных технологий и способов их применения для решения задач в предметных областях,1,ОПК-9,Прочее
ФГОС,02.04.03,ОПК,ОПК-10,"владением навыками выбора архитектуры и комплексирования современных компьютеров, систем, комплексов и сетей системного администрирования",1,ОПК-10,Прочее
ФГОС,02.04.03,ОПК,ОПК-11,"владением навыками выбора, проектирования, реализации, оценки качества и анализа эффективности программного обеспечения для решения задач в различных предметных областях",1,ОПК-11,Прочее
ФГОС,02.04.03,ПК,ПК-1,владением навыками использования метода системного моделирования при исследовании и проектировании систем,1,ПК-1,Программирование
ФГОС,02.04.03,ПК,ПК-2,"готовностью применять современные методы проектирования и производства программного продукта, принципы построения, структуры и приемы работы с инструментальными средствами, поддерживающими создание программного обеспечения",1,ПК-2,Программирование
ФГОС,02.04.03,ПК,ПК-3,"готовностью организовать работу в коллективе разработчиков программного обеспечения, на основе современных направлений развития методов и программных средств коллективной разработки программного обеспечения",1,ПК-3,Проектирование / архитектура ПО
ФГОС,02.04.03,ПК,ПК-4,способностью понимать проблемы и оценивать тенденции развития рынка программного обеспечения,1,ПК-4,Управление ИТ-проектами
ФГОС,02.04.03,ПК,ПК-5,"готовностью воспринимать и проводить анализ направлений развития компьютеров с традиционной (нетрадиционной) архитектурой, воспринимать тенденции развития функций и архитектур проблемно-ориентированных программных систем и комплексов (ПК 6); владением принципами обеспечения условий безопасности и жизнедеятельности при разработке и эксплуатации аппаратуры и систем различного назначения",1,ПК-5,Управление ИТ-проектами
ФГОС,02.04.03,ПК,ПК-7,владением навыками преподавания компьютерных наук,1,ПК-7,Анализ данных
ФГОС,02.04.03,ПК,ПК-8,владением навыками разработки методических материалов для преподавания компьютерных наук,1,ПК-8,Математика и моделирование
Профстандарт,Системный программист,Разработка компонентов системных программных,6.028,Разработка драйверов устройств,1,6.028,Программирование
Профстандарт,Системный программист,Разработка компонентов системных программных,6.028,"Разработка компиляторов",1,6.028,Программирование
Профстандарт,Системный программист,Разработка компонентов системных программных,6.028,Разработка системных утилит,1,6.028,Программирование
Профстандарт,Системный программист,Разработка компонентов системных программных,6.028,Создание инструментальных средств,1,6.028,Программирование
Профстандарт,Системный программист,Разработка систем управления базами данных,6.028,Разработка компонентов системы,1,6.028,Программирование
Профстандарт,Системный программист,Разработка систем управления базами данных,6.028,Отладка разрабатываемой системы,1,6.028,Программирование
Профстандарт,Системный программист,Разработка систем управления базами данных,6.028,Документирование разработанной системы управления базами данных,1,6.028,Программирование
Профстандарт,Системный программист,Разработка систем управления базами данных,6.028,Сопровождение созданной системы управления базами данных,1,6.028,Программирование
Профстандарт,Системный программист,Разработка операционных систем,6.028,Формирование требований к операционной системе,1,6.028,Программирование
Профстандарт,Системный программист,Разработка операционных систем,6.028,Разработка архитектуры операционной системы,1,6.028,Программирование
Профстандарт,Системный программист,Разработка операционных систем,6.028,Написание компонентов операционной системы,1,6.028,Программирование
Профстандарт,Системный программист,Разработка операционных систем,6.028,Контроль соблюдения архитектуры в процессе написания операционной системы,1,6.028,Программирование
Профстандарт,Системный программист,Разработка операционных систем,6.028,Отладка разрабатываемых компонентов операционной системы,1,6.028,Программирование
Профстандарт,Системный программист,Разработка операционных систем,6.028,Документирование разрабатываемой операционной системы,6.028,Программирование
Профстандарт,Системный программист,Разработка операционных систем,6.028,Сопровождение созданной операционной системы,1,6.028,Программирование
Профстандарт,Системный программист,Организация разработки системного программного,6.028,Планирование разработки системного программного обеспечения,1,6.028,Программирование
Профстандарт,Системный программист,Организация разработки системного программного,6.028,Формирование группы программистов для разработки системного программного обеспечения,1,6.028,Программирование
Профстандарт,Системный программист,Организация разработки системного программного,6.028,Организация работы программистов в группе по разработке системного программного обеспечения,1,6.028,Программирование
Профстандарт,Системный программист,Организация разработки системного программного,6.028,Контроль деятельности рабочей группы программистов по разработке системного программного обеспечения,1,6.028,Программирование
Профстандарт,Системный программист,Организация разработки системного программного,6.028,Предоставление заказчику результатов разработки системного программного обеспечения,1,6.028,Программирование
Профстандарт,Архитектор программного обеспечения,Управление архитектурой изолированной,6.003,Выявление и согласование требований к программной системе с точки зрения архитектуры,1,6.003,Проектирование / архитектура ПО
Профстандарт,Архитектор программного обеспечения,Управление архитектурой изолированной,6.003,Выбор и моделирование архитектурного решения для реализации программной системы,1,6.003,Проектирование / архитектура ПО
Профстандарт,Архитектор программного обеспечения,Управление архитектурой изолированной,6.003,Разработка разделов по архитектуре проектных и эксплуатационных документов программной системы,1,6.003,Проектирование / архитектура ПО
Профстандарт,Архитектор программного обеспечения,Управление архитектурой изолированной,6.003,Контроль реализации и испытаний программной системы с точки зрения архитектуры,1,6.003,Проектирование / архитектура ПО
Профстандарт,Архитектор программного обеспечения,Управление архитектурой изолированной,6.003,Сопровождение эксплуатации; программной системы с точки зрения архитектурыой функции,1,6.003,Проектирование / архитектура ПО
Профстандарт,Архитектор программного обеспечения,Управление архитектурой интегрированного,6.003,Создание и согласование требований к интегрированному программному обеспечению с точки зрения архитектуры,1,6.003,Проектирование / архитектура ПО
Профстандарт,Архитектор программного обеспечения,Управление архитектурой интегрированного,6.003,Выбор и моделирование архитектурных решений для реализации интегрированного программного обеспечения,1,6.003,Проектирование / архитектура ПО
Профстандарт,Архитектор программного обеспечения,Управление архитектурой интегрированного,6.003,Разработка и модернизация разделов по архитектуре и интеграции проектных и эксплуатационных документов интегрированного программного обеспечения,1,6.003,Проектирование / архитектура ПО
Профстандарт,Архитектор программного обеспечения,Управление архитектурой интегрированного,6.003,Контроль реализации и испытаний интегрированного программного обеспечения с точки зрения архитектуры,1,6.003,Проектирование / архитектура ПО
Профстандарт,Архитектор программного обеспечения,Управление архитектурой интегрированного,6.003,Сопровождение эксплуатации интегрированного программного обеспечения с точки зрения архитектуры,6.003,Проектирование / архитектура ПО
Профстандарт,Системный аналитик,Техническое сопровождение проектирования системы,6.022,Сбор исходных данных для проектирования системы из установленных при обследовании текущей ситуации источников информации,1,6.022,Работа с требованиями
Профстандарт,Системный аналитик,Техническое сопровождение проектирования системы,6.022,"Изучение и описание деятельности, подлежащей автоматизации, и работы пользователей в системах-аналогах",1,6.022,Работа с требованиями
Профстандарт,Системный аналитик,Техническое сопровождение проектирования системы,6.022,Изучение и описание устройства и работы систем-аналогов,1,6.022,Работа с требованиями
Профстандарт,Системный аналитик,Техническое сопровождение проектирования системы,6.022,Извлечение и описание образцов данных и агрегированных значений из систем-аналогов,1,6.022,Работа с требованиями
Профстандарт,Системный аналитик,Техническое сопровождение проектирования системы,6.022,"Оформление проектной и эксплуатационной документации в рамках обследования текущей ситуации, проектирования и сдачи-приемки системы",1,6.022,Работа с требованиями
Профстандарт,Системный аналитик,Техническое сопровождение проектирования системы,6.022,"Постановка задачи на приобретение, разработку, доработку или интеграцию элемента поставки, разработка требований к нему",1,6.022,Работа с требованиями
Профстандарт,Системный аналитик,Техническое сопровождение проектирования системы,6.022,Сопровождение разработанных требований и проектных решений,1,6.022,Работа с требованиями
Профстандарт,Системный аналитик,Техническое сопровождение проектирования системы,6.022,Выполнение предварительных испытаний разработанного или интегрированного элемента поставки насоответствие разработанным требованиям к нему,1,6.022,Работа с требованиями
Профстандарт,Системный аналитик,Техническое сопровождение проектирования системы,6.022,Разработка эксплуатационной документации по системе в рамках надзора за реализацией требований к элементу поставки,1,6.022,Работа с требованиями
Профстандарт,Системный аналитик,Техническое проектирование системы и сопровождение,6.022,"Выделение и систематизация установленных фактов, требований и проектных решений, открытых вопросов и противоречий на основе изучения и анализа собранных квалифик",1,6.022,Работа с требованиями
Профстандарт,Системный аналитик,Техническое проектирование системы и сопровождение,6.022,Логическое проектирование системы,1,6.022,Работа с требованиями
Профстандарт,Системный аналитик,Техническое проектирование системы и сопровождение,6.022,Разработка технических (включающих детали реализации) решений по системе,1,6.022,Работа с требованиями
Профстандарт,Системный аналитик,Техническое проектирование системы и сопровождение,6.022,"Постановка задачи на приобретение, разработку, доработку или интеграцию подсистемы, разработка требований к ней",1,6.022,Работа с требованиями
Профстандарт,Системный аналитик,Техническое проектирование системы и сопровождение,6.022,Согласование разработанных проектных решений и требований к системе с согласующими лицами и передача их заинтересованным сторонам,1,6.022,Работа с требованиями
Профстандарт,Системный аналитик,Техническое проектирование системы и сопровождение,6.022,Управление изменениями проектных решений по системе и требований к системе и ее частям,1,6.022,Работа с требованиями
Профстандарт,Системный аналитик,Техническое проектирование системы и сопровождение,6.022,Сопровождение испытаний развернутой подсистемы или очереди системы на соответствие разработанным требованиям к подсистеме,1,6.022,Работа с требованиями
Профстандарт,Системный аналитик,Техническое проектирование системы и сопровождение,6.022,Сопровождение разработанных требований к системе или ее частям и проектных решений по системе или ее части,1,6.022,Работа с требованиями
Профстандарт,Системный аналитик,Концептуально-логическое проектирование системы и,6.022,Выявление требований к системе и проектных решений по системе,1,6.022,Работа с требованиями
Профстандарт,Системный аналитик,Концептуально-логическое проектирование системы и,6.022,Выполнение обследования текущей ситуации,1,6.022,Работа с требованиями
Профстандарт,Системный аналитик,Концептуально-логическое проектирование системы и,6.022,Концептуально-логическое проектирование системы,1,6.022,Работа с требованиями
Профстандарт,Системный аналитик,Концептуально-логическое проектирование системы и,6.022,Поддержка выбора концепции системы,1,6.022,Работа с требованиями
Профстандарт,Системный аналитик,Концептуально-логическое проектирование системы и,6.022,Разработка технического задания на систему,1,6.022,Работа с требованиями
Профстандарт,Системный аналитик,Концептуально-логическое проектирование системы и,6.022,Методическое сопровождение испытаний системы,1,6.022,Работа с требованиями
Профстандарт,Системный аналитик,Управление работами системных аналитиков на всем,6.022,Планирование и организация работ подчиненных системных аналитиков на всем жизненном цикле системы,1,6.022,Работа с требованиями
Профстандарт,Системный аналитик,Управление работами системных аналитиков на всем,6.022,Разработка методик выполнения работ подчиненными системными аналитиками на всем жизненном цикле системы,1,6.022,Работа с требованиями
Профстандарт,Системный аналитик,Управление работами системных аналитиков на всем,6.022,"Контроль и координация работ, выполняемых подчиненными системными аналитиками",1,6.022,Работа с требованиями
Профстандарт,Системный аналитик,Управление работами системных аналитиков на всем,6.022,Обучение подчиненных системных аналитиков в ходе выполнения ими работ,1,6.022,Работа с требованиями
Профстандарт,Программист,Разработка и отладка программного кода,6.001,Формализация и алгоритмизация поставленных задач для разработки программного кода,1,6.001,Программирование
Профстандарт,Программист,Разработка и отладка программного кода,6.001,"Написание программного кода с использованием языков программирования, определения и манипулирования данными в базах данных",1,6.001,Программирование
Профстандарт,Программист,Разработка и отладка программного кода,6.001,Оформление программного кода в соответствии с установленными требованиями,1,6.001,Программирование
Профстандарт,Программист,Разработка и отладка программного кода,6.001,Работа с системой управления версиями программного кода,6.001,Программирование
Профстандарт,Программист,Разработка и отладка программного кода,6.001,Проверка и отладка программного кода,1,6.001,Программирование
