source,direction,category,code,description,count,normalized_code
Профстандарт,Системный аналитик,Техническое проектирование Системы и сопровождение,6.022,Трудовая функция: Разработка технических (включающих; Уровень; Наименование детали реализации) решений по Код B/03.5 5; квалификации; Системе; Происхождение обобщенной Заимствовано из; Оригинал X 233; трудовой функции ,1,6.022
Профстандарт,Системный аналитик,Техническое проектирование Системы и сопровождение,6.022,"Трудовая функция: Постановка задачи на приобретение,; разработку, доработку или интеграцию Уровень; Наименование Код B/04.5 5; подсистемы, разработка требований к квалификации; ней; Происхождение обобщенной Заимствован",1,6.022
Профстандарт,Системный аналитик,Техническое проектирование Системы и сопровождение,6.022,Трудовая функция: Согласование разработанных; проектных решений и требований к; Уровень; Наименование Системе с согласующими лицами и Код B/05.5 5; квалификации; передача их заинтересованным; сторонам; Происхождение об,1,6.022
Профстандарт,Системный аналитик,Техническое проектирование Системы и сопровождение,6.022,Трудовая функция: Управление изменениями проектных; Уровень; Наименование решений по Системе и требований к Код B/06.5 5; квалификации; Системе и ее частям; Происхождение обобщенной Заимствовано из; Оригинал X 233; тру,1,6.022
Профстандарт,Системный аналитик,Техническое проектирование Системы и сопровождение,6.022,Трудовая функция: Сопровождение испытаний; развернутой подсистемы или очереди; Уровень; Наименование Системы на соответствие Код B/07.5 5; квалификации; разработанным требованиям к; подсистеме; Происхождение обобщенной,1,6.022
Профстандарт,Системный аналитик,Техническое проектирование Системы и сопровождение,6.022,Трудовая функция: Сопровождение разработанных; требований к Системе или ее частям и Уровень; Наименование Код B/08.5 5; проектных решений по Системе или ее квалификации; части; Происхождение обобщенной Заимствовано из;,1,6.022
Профстандарт,Системный аналитик,Концептуально-логическое проектирование Системы и,6.022,Трудовая функция: Выявление требований к Системе и Уровень; Наименование Код C/01.6 6; проектных решений по Системе квалификации; Происхождение обобщенной Заимствовано из; Оригинал X 233; трудовой функции оригинала; Ко,1,6.022
Профстандарт,Системный аналитик,Концептуально-логическое проектирование Системы и,6.022,Трудовая функция: Выполнение обследования текущей Уровень; Наименование Код C/02.6 6; ситуации квалификации; Происхождение обобщенной Заимствовано из; Оригинал X 233; трудовой функции оригинала; Код Регистрационный ном,1,6.022
Профстандарт,Системный аналитик,Концептуально-логическое проектирование Системы и,6.022,Трудовая функция: Концептуально-логическое Уровень; Наименование Код C/03.6 6; проектирование Системы квалификации; Происхождение обобщенной Заимствовано из; Оригинал X 233; трудовой функции оригинала; Код Регистрацион,1,6.022
Профстандарт,Системный аналитик,Концептуально-логическое проектирование Системы и,6.022,Трудовая функция: Уровень; Наименование Поддержка выбора концепции Системы Код C/04.6 6; квалификации; Происхождение обобщенной Заимствовано из; Оригинал X 233; трудовой функции оригинала; Код Регистрационный номер; ор,1,6.022
Профстандарт,Системный аналитик,Концептуально-логическое проектирование Системы и,6.022,Трудовая функция: Разработка технического задания на Уровень; Наименование Код C/05.6 6; Систему квалификации; Происхождение обобщенной Заимствовано из; Оригинал X 233; трудовой функции оригинала; Код Регистрационный н,1,6.022
Профстандарт,Системный аналитик,Концептуально-логическое проектирование Системы и,6.022,Трудовая функция: Методическое сопровождение Уровень; Наименование Код C/06.6 6; испытаний Системы квалификации; Происхождение обобщенной Заимствовано из; Оригинал X 233; трудовой функции оригинала; Код Регистрационный,1,6.022
Профстандарт,Системный аналитик,Управление работами системных аналитиков на всем,6.022,Трудовая функция: Планирование и организация работ; Уровень; Наименование подчиненных системных аналитиков на Код D/01.7 7; квалификации; всем жизненном цикле Системы; Происхождение обобщенной Заимствовано из; Оригинал,1,6.022
Профстандарт,Системный аналитик,Управление работами системных аналитиков на всем,6.022,Трудовая функция: Разработка методик выполнения работ; подчиненными системными Уровень; Наименование Код D/02.7 7; аналитиками на всем жизненном цикле квалификации; Системы; Происхождение обобщенной Заимствовано из; Ор,1,6.022
Профстандарт,Системный аналитик,Управление работами системных аналитиков на всем,6.022,"Трудовая функция: Контроль и координация работ,; Уровень; Наименование выполняемых подчиненными Код D/03.7 7; квалификации; системными аналитиками; Происхождение обобщенной Заимствовано из; Оригинал X 233; трудовой фун",1,6.022
Профстандарт,Системный аналитик,Управление работами системных аналитиков на всем,6.022,Трудовая функция: Обучение подчиненных системных; Уровень; Наименование аналитиков в ходе выполнения ими Код D/04.7 7; квалификации; работ; Происхождение обобщенной Заимствовано из; Оригинал X 233; трудовой функции ори,1,6.022
Профстандарт,Программист,Разработка и отладка программного кода,6.001,Трудовая функция: Формализация и алгоритмизация; Уровень; Наименование поставленных задач для разработки Код А/01.3 3; квалификации; программного кода; Происхождение обобщенной Заимствовано из; Оригинал X 4; трудовой ф,1,6.001
Профстандарт,Программист,Разработка и отладка программного кода,6.001,"Трудовая функция: Написание программного кода с; использованием языков; Уровень; Наименование программирования, определения и Код А/02.3 3; квалификации; манипулирования данными в базах; данных; Происхождение обобщенно",1,6.001
Профстандарт,Программист,Разработка и отладка программного кода,6.001,Трудовая функция: Оформление программного кода в; Уровень; Наименование соответствии с установленными Код А/03.3 3; квалификации; требованиями; Происхождение обобщенной Заимствовано из; Оригинал X 4; трудовой функции о,1,6.001
Профстандарт,Программист,Разработка и отладка программного кода,6.001,Трудовая функция: Работа с системой управления версиями Уровень; Наименование Код А/04.3 3; программного кода квалификации; Происхождение обобщенной Заимствовано из; Оригинал X 4; трудовой функции оригинала; Код Регист,1,6.001
Профстандарт,Программист,Разработка и отладка программного кода,6.001,Трудовая функция: Уровень; Наименование Проверка и отладка программного кода Код А/05.3 3; квалификации; Происхождение обобщенной Заимствовано из; Оригинал X 4; трудовой функции оригинала; Код Регистрационный номер; ор,1,6.001
Профстандарт,Программист,Проверка работоспособности и рефакторинг кода,6.001,Трудовая функция: Наименование Разработка процедур проверки Код B/01.4 Уровень 4; работоспособности и измерения; характеристик компьютерного квалификации; программного обеспечения; Происхождение обобщенной Заимствовано,1,6.001
Профстандарт,Программист,Проверка работоспособности и рефакторинг кода,6.001,Трудовая функция: Разработка тестовых наборов данных; для проверки работоспособности Уровень; Наименование Код B/02.4 4; компьютерного программного квалификации; обеспечения; Происхождение обобщенной Заимствовано из; О,1,6.001
Профстандарт,Программист,Проверка работоспособности и рефакторинг кода,6.001,Трудовая функция: Проверка работоспособности; Уровень; Наименование компьютерного программного Код B/03.4 4; квалификации; обеспечения; Происхождение обобщенной Заимствовано из; Оригинал X 4; трудовой функции оригинала,1,6.001
Профстандарт,Программист,Проверка работоспособности и рефакторинг кода,6.001,"Трудовая функция: Рефакторинг, оптимизация и инспекция Уровень; Наименование Код B/04.4 4; программного кода квалификации; Происхождение обобщенной Заимствовано из; Оригинал X 4; трудовой функции оригинала; Код Регистр",1,6.001
Профстандарт,Программист,Проверка работоспособности и рефакторинг кода,6.001,"Трудовая функция: Исправление дефектов программного; Уровень; Наименование кода, зафиксированных в базе данных Код B/05.4 4; квалификации; дефектов; Происхождение обобщенной Заимствовано из; Оригинал X 4; трудовой функ",1,6.001
Профстандарт,Программист,Проверка работоспособности и рефакторинг кода,6.001,Трудовая функция: Осуществление сборки однородных; Уровень; Наименование программных модулей в программный Код B/06.4 4; квалификации; проект; Происхождение обобщенной Заимствовано из; Оригинал X 4; трудовой функции ор,1,6.001
Профстандарт,Программист,Интеграция программных модулей и компонентов и,6.001,Трудовая функция: Разработка процедур интеграции Уровень; Наименование Код С/01.5 5; программных модулей квалификации; Происхождение обобщенной Заимствовано из; Оригинал X 4; трудовой функции оригинала; Код Регистрацио,1,6.001
Профстандарт,Программист,Интеграция программных модулей и компонентов и,6.001,Трудовая функция: Осуществление интеграции; программных модулей и компонентов и Уровень; Наименование Код С/02.5 5; проверки работоспособности выпусков квалификации; программного продукта; Происхождение обобщенной Заим,1,6.001
Профстандарт,Программист,Разработка требований и проектирование программного,6.001,Трудовая функция: Анализ возможностей реализации; Уровень; Наименование требований к компьютерному Код D/01.6 6; квалификации; программному обеспечению; Происхождение обобщенной Заимствовано из; Оригинал X 4; трудовой ,1,6.001
Профстандарт,Программист,Разработка требований и проектирование программного,6.001,Трудовая функция: Разработка технических спецификаций; Уровень; Наименование на программные компоненты и их Код D/02.6 6; квалификации; взаимодействие; Происхождение обобщенной Заимствовано из; Оригинал X 4; трудовой ф,1,6.001
Профстандарт,Программист,Разработка требований и проектирование программного,6.001,Трудовая функция: Проектирование компьютерного Уровень; Наименование Код D/03.6 6; программного обеспечения квалификации; Происхождение обобщенной Заимствовано из; Оригинал X 4; трудовой функции оригинала; Код Регистра,1,6.001
Вакансия,архитектор ПО,skill,C++,,1,C++
Вакансия,архитектор ПО,skill,CI/CD,,1,CI/CD
Вакансия,архитектор ПО,skill,Go,,2,Go
Вакансия,архитектор ПО,skill,Grafana,,1,Grafana
Вакансия,архитектор ПО,skill,Kafka,,1,Kafka
Вакансия,архитектор ПО,skill,PostgreSQL,,1,PostgreSQL
Вакансия,архитектор ПО,skill,Prometheus,,1,Prometheus
Вакансия,архитектор ПО,skill,Python,,2,Python
Вакансия,архитектор ПО,skill,SQL,,3,SQL
Вакансия,программист,skill,1С,,5,1С
Вакансия,программист,skill,Azure,,1,Azure
Вакансия,программист,skill,C#,,4,C#
Вакансия,программист,skill,C++,,7,C++
Вакансия,программист,skill,CI/CD,,4,CI/CD
Вакансия,программист,skill,Docker,,2,Docker
Вакансия,программист,skill,Git,,5,Git
Вакансия,программист,skill,Go,,11,Go
Вакансия,программист,skill,Grafana,,1,Grafana
Вакансия,программист,skill,Java,,11,Java
Вакансия,программист,skill,JavaScript,,3,JavaScript
Вакансия,программист,skill,Kafka,,4,Kafka
Вакансия,программист,skill,Kotlin,,1,Kotlin
Вакансия,программист,skill,Kubernetes,,1,Kubernetes
Вакансия,программист,skill,Linux,,1,Linux
Вакансия,программист,skill,PHP,,2,PHP
Вакансия,программист,skill,PostgreSQL,,6,PostgreSQL
Вакансия,программист,skill,Prometheus,,1,Prometheus
Вакансия,программист,skill,Python,,12,Python
Вакансия,программист,skill,React,,1,React
Вакансия,программист,skill,Redis,,1,Redis
Вакансия,программист,skill,SQL,,17,SQL
Вакансия,программист,skill,Swift,,3,Swift
Вакансия,программист,skill,Terraform,,1,Terraform
Вакансия,программист,skill,TypeScript,,3,TypeScript
Вакансия,системный аналитик,skill,1С,,3,1С
Вакансия,системный аналитик,skill,Ansible,,1,Ansible
Вакансия,системный аналитик,skill,Azure,,1,Azure
Вакансия,системный аналитик,skill,C++,,2,C++
Вакансия,системный аналитик,skill,CI/CD,,3,CI/CD
Вакансия,системный аналитик,skill,Git,,4,Git
Вакансия,системный аналитик,skill,Go,,9,Go
Вакансия,системный аналитик,skill,Grafana,,2,Grafana
Вакансия,системный аналитик,skill,Java,,4,Java
Вакансия,системный аналитик,skill,JavaScript,,1,JavaScript
Вакансия,системный аналитик,skill,Kafka,,3,Kafka
Вакансия,системный аналитик,skill,Linux,,1,Linux
Вакансия,системный аналитик,skill,PostgreSQL,,5,PostgreSQL
Вакансия,системный аналитик,skill,Prometheus,,1,Prometheus
Вакансия,системный аналитик,skill,Python,,14,Python
Вакансия,системный аналитик,skill,SQL,,20,SQL
Вакансия,системный аналитик,skill,Terraform,,1,Terraform
